region,age,edu_level,sex,year,people
13 Hallands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,1944
13 Hallands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,264
13 Hallands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,510
13 Hallands län,16-24 år,forskarutbildning,män,2014,0
13 Hallands län,16-24 år,forskarutbildning,kvinnor,2014,0
13 Hallands län,16-24 år,uppgift om utbildningsnivå saknas,män,2014,654
13 Hallands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2014,444
13 Hallands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2014,277
13 Hallands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,289
13 Hallands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2014,1614
13 Hallands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,931
13 Hallands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2014,1468
13 Hallands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,1068
13 Hallands län,25-34 år,"gymnasial utbildning, 3 år",män,2014,7876
13 Hallands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2014,5753
13 Hallands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2618
13 Hallands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2744
13 Hallands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2896
13 Hallands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,5321
13 Hallands län,25-34 år,forskarutbildning,män,2014,36
13 Hallands län,25-34 år,forskarutbildning,kvinnor,2014,33
13 Hallands län,25-34 år,uppgift om utbildningsnivå saknas,män,2014,450
13 Hallands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2014,321
13 Hallands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2014,314
13 Hallands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,415
13 Hallands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2014,1665
13 Hallands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,954
13 Hallands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2014,4662
13 Hallands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,2818
13 Hallands län,35-44 år,"gymnasial utbildning, 3 år",män,2014,5298
13 Hallands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2014,4986
13 Hallands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2685
13 Hallands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2867
13 Hallands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,4187
13 Hallands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,6948
13 Hallands län,35-44 år,forskarutbildning,män,2014,180
13 Hallands län,35-44 år,forskarutbildning,kvinnor,2014,164
13 Hallands län,35-44 år,uppgift om utbildningsnivå saknas,män,2014,249
13 Hallands län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2014,151
13 Hallands län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2014,307
13 Hallands län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,470
13 Hallands län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2014,2620
13 Hallands län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,1383
13 Hallands län,45-54 år,"gymnasial utbildning, högst 2 år",män,2014,8608
13 Hallands län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,6489
13 Hallands län,45-54 år,"gymnasial utbildning, 3 år",män,2014,2764
13 Hallands län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2014,4037
13 Hallands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,3371
13 Hallands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,3660
13 Hallands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,3158
13 Hallands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,4659
13 Hallands län,45-54 år,forskarutbildning,män,2014,237
13 Hallands län,45-54 år,forskarutbildning,kvinnor,2014,157
13 Hallands län,45-54 år,uppgift om utbildningsnivå saknas,män,2014,159
13 Hallands län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2014,91
13 Hallands län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2014,1684
13 Hallands län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,1026
13 Hallands län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2014,3141
13 Hallands län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,2067
13 Hallands län,55-64 år,"gymnasial utbildning, högst 2 år",män,2014,6108
13 Hallands län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,6867
13 Hallands län,55-64 år,"gymnasial utbildning, 3 år",män,2014,2167
13 Hallands län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2014,2239
13 Hallands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2735
13 Hallands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,3151
13 Hallands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2609
13 Hallands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,3338
13 Hallands län,55-64 år,forskarutbildning,män,2014,197
13 Hallands län,55-64 år,forskarutbildning,kvinnor,2014,107
13 Hallands län,55-64 år,uppgift om utbildningsnivå saknas,män,2014,101
13 Hallands län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2014,68
13 Hallands län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2014,5055
13 Hallands län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,3637
13 Hallands län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2014,1297
13 Hallands län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,1689
13 Hallands län,65-74 år,"gymnasial utbildning, högst 2 år",män,2014,4067
13 Hallands län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,6678
13 Hallands län,65-74 år,"gymnasial utbildning, 3 år",män,2014,3030
13 Hallands län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2014,1412
13 Hallands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,1893
13 Hallands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2185
13 Hallands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2501
13 Hallands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,2891
13 Hallands län,65-74 år,forskarutbildning,män,2014,245
13 Hallands län,65-74 år,forskarutbildning,kvinnor,2014,69
13 Hallands län,65-74 år,uppgift om utbildningsnivå saknas,män,2014,150
13 Hallands län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2014,138
14 Västra Götalands län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2014,796
14 Västra Götalands län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,684
14 Västra Götalands län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2014,34213
14 Västra Götalands län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,30705
14 Västra Götalands län,16-24 år,"gymnasial utbildning, högst 2 år",män,2014,3161
14 Västra Götalands län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,2563
14 Västra Götalands län,16-24 år,"gymnasial utbildning, 3 år",män,2014,40546
14 Västra Götalands län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2014,36364
14 Västra Götalands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,10031
14 Västra Götalands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,13025
14 Västra Götalands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2829
14 Västra Götalands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,4400
14 Västra Götalands län,16-24 år,forskarutbildning,män,2014,0
14 Västra Götalands län,16-24 år,forskarutbildning,kvinnor,2014,2
14 Västra Götalands län,16-24 år,uppgift om utbildningsnivå saknas,män,2014,4640
14 Västra Götalands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2014,3649
14 Västra Götalands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2014,2672
14 Västra Götalands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,2844
14 Västra Götalands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2014,9783
14 Västra Götalands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,6299
14 Västra Götalands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2014,9420
14 Västra Götalands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,7301
14 Västra Götalands län,25-34 år,"gymnasial utbildning, 3 år",män,2014,41967
14 Västra Götalands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2014,30289
14 Västra Götalands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,17903
14 Västra Götalands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,18320
14 Västra Götalands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,26245
14 Västra Götalands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,38946
14 Västra Götalands län,25-34 år,forskarutbildning,män,2014,779
14 Västra Götalands län,25-34 år,forskarutbildning,kvinnor,2014,499
14 Västra Götalands län,25-34 år,uppgift om utbildningsnivå saknas,män,2014,3235
14 Västra Götalands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2014,2510
14 Västra Götalands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2014,2542
14 Västra Götalands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,3340
14 Västra Götalands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2014,9463
14 Västra Götalands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,5932
14 Västra Götalands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2014,22332
14 Västra Götalands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,14377
14 Västra Götalands län,35-44 år,"gymnasial utbildning, 3 år",män,2014,27800
14 Västra Götalands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2014,24241
14 Västra Götalands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,14914
14 Västra Götalands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,13886
14 Västra Götalands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,25657
14 Västra Götalands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,38333
14 Västra Götalands län,35-44 år,forskarutbildning,män,2014,1873
14 Västra Götalands län,35-44 år,forskarutbildning,kvinnor,2014,1372
14 Västra Götalands län,35-44 år,uppgift om utbildningsnivå saknas,män,2014,1861
14 Västra Götalands län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2014,1167
14 Västra Götalands län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2014,2453
14 Västra Götalands län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,3245
14 Västra Götalands län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2014,13369
14 Västra Götalands län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,7881
14 Västra Götalands län,45-54 år,"gymnasial utbildning, högst 2 år",män,2014,42745
14 Västra Götalands län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,30803
14 Västra Götalands län,45-54 år,"gymnasial utbildning, 3 år",män,2014,14152
14 Västra Götalands län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2014,20329
14 Västra Götalands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,17486
14 Västra Götalands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,17626
14 Västra Götalands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,16970
14 Västra Götalands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,24963
14 Västra Götalands län,45-54 år,forskarutbildning,män,2014,1813
14 Västra Götalands län,45-54 år,forskarutbildning,kvinnor,2014,1219
14 Västra Götalands län,45-54 år,uppgift om utbildningsnivå saknas,män,2014,936
14 Västra Götalands län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2014,667
14 Västra Götalands län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2014,5772
14 Västra Götalands län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,4737
14 Västra Götalands län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2014,17536
14 Västra Götalands län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,11748
14 Västra Götalands län,55-64 år,"gymnasial utbildning, högst 2 år",män,2014,30716
14 Västra Götalands län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,32290
14 Västra Götalands län,55-64 år,"gymnasial utbildning, 3 år",män,2014,11481
14 Västra Götalands län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2014,11150
14 Västra Götalands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,13054
14 Västra Götalands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,15273
14 Västra Götalands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,14489
14 Västra Götalands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,18546
14 Västra Götalands län,55-64 år,forskarutbildning,män,2014,1586
14 Västra Götalands län,55-64 år,forskarutbildning,kvinnor,2014,853
14 Västra Götalands län,55-64 år,uppgift om utbildningsnivå saknas,män,2014,667
14 Västra Götalands län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2014,626
14 Västra Götalands län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2014,21785
14 Västra Götalands län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,16536
14 Västra Götalands län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2014,7536
14 Västra Götalands län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,8830
14 Västra Götalands län,65-74 år,"gymnasial utbildning, högst 2 år",män,2014,20345
14 Västra Götalands län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,30738
14 Västra Götalands län,65-74 år,"gymnasial utbildning, 3 år",män,2014,14127
14 Västra Götalands län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2014,6627
14 Västra Götalands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,8135
14 Västra Götalands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,10023
14 Västra Götalands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,11703
14 Västra Götalands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,13452
14 Västra Götalands län,65-74 år,forskarutbildning,män,2014,1390
14 Västra Götalands län,65-74 år,forskarutbildning,kvinnor,2014,568
14 Västra Götalands län,65-74 år,uppgift om utbildningsnivå saknas,män,2014,988
14 Västra Götalands län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2014,1120
17 Värmlands län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2014,123
17 Värmlands län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,108
17 Värmlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2014,5579
17 Värmlands län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,5329
17 Värmlands län,16-24 år,"gymnasial utbildning, högst 2 år",män,2014,533
17 Värmlands län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,402
17 Värmlands län,16-24 år,"gymnasial utbildning, 3 år",män,2014,7290
17 Värmlands län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2014,6156
17 Värmlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,1559
17 Värmlands län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,1916
17 Värmlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,283
17 Värmlands län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,602
17 Värmlands län,16-24 år,forskarutbildning,män,2014,1
17 Värmlands län,16-24 år,forskarutbildning,kvinnor,2014,0
17 Värmlands län,16-24 år,uppgift om utbildningsnivå saknas,män,2014,856
17 Värmlands län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2014,518
17 Värmlands län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2014,344
17 Värmlands län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,320
17 Värmlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2014,1375
17 Värmlands län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,919
17 Värmlands län,25-34 år,"gymnasial utbildning, högst 2 år",män,2014,1563
17 Värmlands län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,1138
17 Värmlands län,25-34 år,"gymnasial utbildning, 3 år",män,2014,7411
17 Värmlands län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2014,5031
17 Värmlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2179
17 Värmlands län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2126
17 Värmlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2411
17 Värmlands län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,4663
17 Värmlands län,25-34 år,forskarutbildning,män,2014,26
17 Värmlands län,25-34 år,forskarutbildning,kvinnor,2014,12
17 Värmlands län,25-34 år,uppgift om utbildningsnivå saknas,män,2014,515
17 Värmlands län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2014,356
17 Värmlands län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2014,273
17 Värmlands län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,356
17 Värmlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2014,1343
17 Värmlands län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,908
17 Värmlands län,35-44 år,"gymnasial utbildning, högst 2 år",män,2014,3138
17 Värmlands län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,2314
17 Värmlands län,35-44 år,"gymnasial utbildning, 3 år",män,2014,6083
17 Värmlands län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2014,4045
17 Värmlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2034
17 Värmlands län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2036
17 Värmlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2853
17 Värmlands län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,5449
17 Värmlands län,35-44 år,forskarutbildning,män,2014,124
17 Värmlands län,35-44 år,forskarutbildning,kvinnor,2014,98
17 Värmlands län,35-44 år,uppgift om utbildningsnivå saknas,män,2014,288
17 Värmlands län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2014,161
17 Värmlands län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2014,292
17 Värmlands län,45-54 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,312
17 Värmlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",män,2014,2147
17 Värmlands län,45-54 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,1313
17 Värmlands län,45-54 år,"gymnasial utbildning, högst 2 år",män,2014,9400
17 Värmlands län,45-54 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,6243
17 Värmlands län,45-54 år,"gymnasial utbildning, 3 år",män,2014,1968
17 Värmlands län,45-54 år,"gymnasial utbildning, 3 år",kvinnor,2014,3184
17 Värmlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2543
17 Värmlands län,45-54 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2803
17 Värmlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,2183
17 Värmlands län,45-54 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,3837
17 Värmlands län,45-54 år,forskarutbildning,män,2014,124
17 Värmlands län,45-54 år,forskarutbildning,kvinnor,2014,85
17 Värmlands län,45-54 år,uppgift om utbildningsnivå saknas,män,2014,195
17 Värmlands län,45-54 år,uppgift om utbildningsnivå saknas,kvinnor,2014,147
17 Värmlands län,55-64 år,förgymnasial utbildning kortare än 9 år,män,2014,643
17 Värmlands län,55-64 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,455
17 Värmlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",män,2014,3130
17 Värmlands län,55-64 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,2119
17 Värmlands län,55-64 år,"gymnasial utbildning, högst 2 år",män,2014,7457
17 Värmlands län,55-64 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,7055
17 Värmlands län,55-64 år,"gymnasial utbildning, 3 år",män,2014,2184
17 Värmlands län,55-64 år,"gymnasial utbildning, 3 år",kvinnor,2014,2106
17 Värmlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2360
17 Värmlands län,55-64 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2852
17 Värmlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,1918
17 Värmlands län,55-64 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,3047
17 Värmlands län,55-64 år,forskarutbildning,män,2014,128
17 Värmlands län,55-64 år,forskarutbildning,kvinnor,2014,67
17 Värmlands län,55-64 år,uppgift om utbildningsnivå saknas,män,2014,176
17 Värmlands län,55-64 år,uppgift om utbildningsnivå saknas,kvinnor,2014,137
17 Värmlands län,65-74 år,förgymnasial utbildning kortare än 9 år,män,2014,4500
17 Värmlands län,65-74 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,3355
17 Värmlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",män,2014,1357
17 Värmlands län,65-74 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,1529
17 Värmlands län,65-74 år,"gymnasial utbildning, högst 2 år",män,2014,4533
17 Värmlands län,65-74 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,6996
17 Värmlands län,65-74 år,"gymnasial utbildning, 3 år",män,2014,2787
17 Värmlands län,65-74 år,"gymnasial utbildning, 3 år",kvinnor,2014,1191
17 Värmlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,1650
17 Värmlands län,65-74 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,1821
17 Värmlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,1921
17 Värmlands län,65-74 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,2226
17 Värmlands län,65-74 år,forskarutbildning,män,2014,118
17 Värmlands län,65-74 år,forskarutbildning,kvinnor,2014,49
17 Värmlands län,65-74 år,uppgift om utbildningsnivå saknas,män,2014,362
17 Värmlands län,65-74 år,uppgift om utbildningsnivå saknas,kvinnor,2014,293
18 Örebro län,16-24 år,förgymnasial utbildning kortare än 9 år,män,2014,218
18 Örebro län,16-24 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,187
18 Örebro län,16-24 år,"förgymnasial utbildning, 9 (10) år",män,2014,6472
18 Örebro län,16-24 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,5761
18 Örebro län,16-24 år,"gymnasial utbildning, högst 2 år",män,2014,474
18 Örebro län,16-24 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,408
18 Örebro län,16-24 år,"gymnasial utbildning, 3 år",män,2014,7489
18 Örebro län,16-24 år,"gymnasial utbildning, 3 år",kvinnor,2014,6637
18 Örebro län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,1616
18 Örebro län,16-24 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2387
18 Örebro län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,328
18 Örebro län,16-24 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,717
18 Örebro län,16-24 år,forskarutbildning,män,2014,0
18 Örebro län,16-24 år,forskarutbildning,kvinnor,2014,0
18 Örebro län,16-24 år,uppgift om utbildningsnivå saknas,män,2014,856
18 Örebro län,16-24 år,uppgift om utbildningsnivå saknas,kvinnor,2014,542
18 Örebro län,25-34 år,förgymnasial utbildning kortare än 9 år,män,2014,539
18 Örebro län,25-34 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,573
18 Örebro län,25-34 år,"förgymnasial utbildning, 9 (10) år",män,2014,1809
18 Örebro län,25-34 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,1133
18 Örebro län,25-34 år,"gymnasial utbildning, högst 2 år",män,2014,1750
18 Örebro län,25-34 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,1193
18 Örebro län,25-34 år,"gymnasial utbildning, 3 år",män,2014,7792
18 Örebro län,25-34 år,"gymnasial utbildning, 3 år",kvinnor,2014,5549
18 Örebro län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2543
18 Örebro län,25-34 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2621
18 Örebro län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,3130
18 Örebro län,25-34 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,5572
18 Örebro län,25-34 år,forskarutbildning,män,2014,35
18 Örebro län,25-34 år,forskarutbildning,kvinnor,2014,35
18 Örebro län,25-34 år,uppgift om utbildningsnivå saknas,män,2014,378
18 Örebro län,25-34 år,uppgift om utbildningsnivå saknas,kvinnor,2014,333
18 Örebro län,35-44 år,förgymnasial utbildning kortare än 9 år,män,2014,509
18 Örebro län,35-44 år,förgymnasial utbildning kortare än 9 år,kvinnor,2014,661
18 Örebro län,35-44 år,"förgymnasial utbildning, 9 (10) år",män,2014,1628
18 Örebro län,35-44 år,"förgymnasial utbildning, 9 (10) år",kvinnor,2014,1181
18 Örebro län,35-44 år,"gymnasial utbildning, högst 2 år",män,2014,4489
18 Örebro län,35-44 år,"gymnasial utbildning, högst 2 år",kvinnor,2014,2891
18 Örebro län,35-44 år,"gymnasial utbildning, 3 år",män,2014,5296
18 Örebro län,35-44 år,"gymnasial utbildning, 3 år",kvinnor,2014,4236
18 Örebro län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",män,2014,2091
18 Örebro län,35-44 år,"eftergymnasial utbildning, mindre än 3 år",kvinnor,2014,2255
18 Örebro län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",män,2014,3372
18 Örebro län,35-44 år,"eftergymnasial utbildning, 3 år eller mer",kvinnor,2014,5832
18 Örebro län,35-44 år,forskarutbildning,män,2014,180
18 Örebro län,35-44 år,forskarutbildning,kvinnor,2014,114
18 Örebro län,35-44 år,uppgift om utbildningsnivå saknas,män,2014,233
18 Örebro län,35-44 år,uppgift om utbildningsnivå saknas,kvinnor,2014,196
18 Örebro län,45-54 år,förgymnasial utbildning kortare än 9 år,män,2014,457
