"Befolkning efter region, ålder, utbildningsnivå, kön och år"

"region","ålder","utbildningsnivå","kön","2010","2011","2012","2013","2014","2015","2016","2017"
"13 Hallands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",2149,2293,2390,2499,2618,2782,3060,3197
"13 Hallands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2195,2291,2457,2606,2744,2916,3167,3283
"13 Hallands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",2756,2741,2736,2755,2896,2915,2936,2995
"13 Hallands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4882,5022,5114,5236,5321,5492,5624,5881
"13 Hallands län","25-34 år","forskarutbildning","män",39,44,40,33,36,39,39,41
"13 Hallands län","25-34 år","forskarutbildning","kvinnor",33,38,32,29,33,27,25,26
"13 Hallands län","25-34 år","uppgift om utbildningsnivå saknas","män",420,414,398,425,450,522,567,635
"13 Hallands län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",276,269,273,293,321,336,426,407
"13 Hallands län","35-44 år","förgymnasial utbildning kortare än 9 år","män",249,253,260,287,314,345,413,435
"13 Hallands län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",420,432,433,424,415,434,441,484
"13 Hallands län","35-44 år","förgymnasial utbildning, 9 (10) år","män",1838,1677,1601,1609,1665,1682,1688,1653
"13 Hallands län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",1045,965,933,907,954,948,923,929
"13 Hallands län","35-44 år","gymnasial utbildning, högst 2 år","män",7451,6816,6057,5327,4662,4036,3363,2809
"13 Hallands län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",4873,4297,3771,3225,2818,2419,2104,1831
"13 Hallands län","35-44 år","gymnasial utbildning, 3 år","män",3635,4001,4426,4888,5298,5675,6118,6513
"13 Hallands län","35-44 år","gymnasial utbildning, 3 år","kvinnor",4614,4704,4751,4862,4986,5006,5056,5131
"13 Hallands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2992,2921,2819,2718,2685,2674,2664,2667
"13 Hallands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",3265,3184,3011,2957,2867,2801,2716,2744
"13 Hallands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",3653,3809,3965,4089,4187,4359,4525,4577
"13 Hallands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",5624,6003,6346,6579,6948,7277,7591,7775
"13 Hallands län","35-44 år","forskarutbildning","män",175,183,191,187,180,185,173,178
"13 Hallands län","35-44 år","forskarutbildning","kvinnor",136,144,153,164,164,174,171,167
"13 Hallands län","35-44 år","uppgift om utbildningsnivå saknas","män",181,192,204,221,249,329,365,391
"13 Hallands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",117,125,119,137,151,163,213,217
"13 Hallands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",298,299,294,282,307,315,319,337
"13 Hallands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",435,435,430,451,470,488,510,526
"13 Hallands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",3395,3252,3026,2818,2620,2480,2361,2291
"13 Hallands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",1814,1688,1581,1476,1383,1311,1248,1200
"13 Hallands län","45-54 år","gymnasial utbildning, högst 2 år","män",7781,8048,8283,8448,8608,8690,8794,8742
"13 Hallands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",6864,6787,6725,6635,6489,6283,6092,5817
"13 Hallands län","45-54 år","gymnasial utbildning, 3 år","män",2306,2442,2552,2643,2764,2844,2937,3108
"13 Hallands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",3145,3409,3647,3859,4037,4231,4391,4518
"13 Hallands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2995,3079,3191,3293,3371,3464,3561,3641
"13 Hallands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",3495,3512,3579,3617,3660,3742,3783,3823
"13 Hallands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",2798,2852,2935,3028,3158,3318,3502,3734
"13 Hallands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3899,4064,4247,4472,4659,4912,5280,5657
"13 Hallands län","45-54 år","forskarutbildning","män",191,196,209,221,237,240,248,261
"13 Hallands län","45-54 år","forskarutbildning","kvinnor",123,130,138,140,157,163,173,180
"13 Hallands län","45-54 år","uppgift om utbildningsnivå saknas","män",154,150,139,158,159,172,185,215
"13 Hallands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",92,87,73,95,91,109,136,129
"13 Hallands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",3630,3051,2547,2106,1684,1371,1052,772
"13 Hallands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",2160,1825,1531,1272,1026,888,746,643
"13 Hallands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",2272,2489,2761,2948,3141,3253,3370,3451
"13 Hallands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",1950,2015,2055,2061,2067,2089,2069,2042
"13 Hallands län","55-64 år","gymnasial utbildning, högst 2 år","män",5240,5432,5650,5876,6108,6375,6638,6893
"13 Hallands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",7142,7052,6974,6928,6867,6854,6848,6836
"13 Hallands län","55-64 år","gymnasial utbildning, 3 år","män",2680,2511,2389,2253,2167,2122,2116,2135
"13 Hallands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",1957,2042,2102,2165,2239,2352,2459,2609
"13 Hallands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",2530,2638,2705,2721,2735,2728,2738,2806
"13 Hallands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2898,2933,3036,3083,3151,3148,3234,3297
"13 Hallands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",2733,2705,2693,2637,2609,2614,2632,2635
"13 Hallands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3178,3247,3267,3296,3338,3425,3532,3651
"13 Hallands län","55-64 år","forskarutbildning","män",189,196,191,189,197,199,202,198
"13 Hallands län","55-64 år","forskarutbildning","kvinnor",83,93,93,103,107,103,112,121
"13 Hallands län","55-64 år","uppgift om utbildningsnivå saknas","män",102,97,96,107,101,123,121,117
"13 Hallands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",98,76,85,70,68,74,92,107
"13 Hallands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",5358,5384,5350,5219,5055,4851,4711,4455
"13 Hallands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",4228,4105,3961,3784,3637,3396,3200,2934
"13 Hallands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",881,981,1096,1210,1297,1393,1493,1608
"13 Hallands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",1398,1504,1570,1645,1689,1714,1757,1758
"13 Hallands län","65-74 år","gymnasial utbildning, högst 2 år","män",3331,3485,3702,3894,4067,4212,4390,4523
"13 Hallands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",5511,5876,6145,6470,6678,6883,7010,7065
"13 Hallands län","65-74 år","gymnasial utbildning, 3 år","män",2529,2681,2827,2926,3030,3028,3015,2964
"13 Hallands län","65-74 år","gymnasial utbildning, 3 år","kvinnor",955,1046,1169,1301,1412,1546,1673,1790
"13 Hallands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",1406,1460,1591,1739,1893,2055,2200,2299
"13 Hallands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1554,1717,1860,2040,2185,2392,2505,2624
"13 Hallands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",1824,2038,2153,2350,2501,2613,2698,2755
"13 Hallands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",2085,2290,2488,2701,2891,3034,3101,3200
"13 Hallands län","65-74 år","forskarutbildning","män",219,218,230,245,245,248,251,254
"13 Hallands län","65-74 år","forskarutbildning","kvinnor",55,62,63,63,69,77,76,87
"13 Hallands län","65-74 år","uppgift om utbildningsnivå saknas","män",160,169,163,161,150,150,165,152
"13 Hallands län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",164,159,157,138,138,150,142,144
"14 Västra Götalands län","16-24 år","förgymnasial utbildning kortare än 9 år","män",716,730,756,745,796,836,1000,1073
"14 Västra Götalands län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",646,715,740,707,684,628,620,633
"14 Västra Götalands län","16-24 år","förgymnasial utbildning, 9 (10) år","män",39967,38358,36664,34710,34213,33619,33589,33787
"14 Västra Götalands län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",36606,35144,33389,31489,30705,29967,29666,29904
"14 Västra Götalands län","16-24 år","gymnasial utbildning, högst 2 år","män",3900,3926,3580,3217,3161,3049,3114,2930
"14 Västra Götalands län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",3116,3140,2975,2731,2563,2443,2519,2398
"14 Västra Götalands län","16-24 år","gymnasial utbildning, 3 år","män",38908,39911,40818,41163,40546,39083,37595,36365
"14 Västra Götalands län","16-24 år","gymnasial utbildning, 3 år","kvinnor",35596,36281,36832,37281,36364,34906,33458,32271
"14 Västra Götalands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",9343,9840,9921,9869,10031,9901,9667,9059
"14 Västra Götalands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",12117,12684,12881,12906,13025,12817,12467,11407
"14 Västra Götalands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",2302,2283,2437,2722,2829,2816,2883,2792
"14 Västra Götalands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3369,3592,3879,4266,4400,4356,4389,4328
"14 Västra Götalands län","16-24 år","forskarutbildning","män",1,0,1,1,0,0,0,0
"14 Västra Götalands län","16-24 år","forskarutbildning","kvinnor",2,2,1,2,2,1,0,0
"14 Västra Götalands län","16-24 år","uppgift om utbildningsnivå saknas","män",4319,4179,4252,4496,4640,5032,5722,6103
"14 Västra Götalands län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",3410,3321,3304,3526,3649,3988,4395,4567
"14 Västra Götalands län","25-34 år","förgymnasial utbildning kortare än 9 år","män",2169,2371,2492,2588,2672,2710,2891,2919
"14 Västra Götalands län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",2311,2441,2458,2611,2844,2826,2903,2873
"14 Västra Götalands län","25-34 år","förgymnasial utbildning, 9 (10) år","män",10150,10188,10197,9953,9783,10010,10398,10471
"14 Västra Götalands län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",6626,6620,6534,6408,6299,6359,6605,6663
"14 Västra Götalands län","25-34 år","gymnasial utbildning, högst 2 år","män",8174,7977,8598,9207,9420,9290,9598,9770
"14 Västra Götalands län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",6384,6400,6831,7184,7301,7305,7466,7670
"14 Västra Götalands län","25-34 år","gymnasial utbildning, 3 år","män",39402,39755,39603,40624,41967,43697,45313,46854
"14 Västra Götalands län","25-34 år","gymnasial utbildning, 3 år","kvinnor",29423,29293,29182,29608,30289,31506,32450,33430
"14 Västra Götalands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",15290,15965,16359,17174,17903,18633,19702,20667
"14 Västra Götalands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",15305,16051,16728,17524,18320,19099,19973,20787
"14 Västra Götalands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",25006,25368,25494,25739,26245,26718,27620,28405
"14 Västra Götalands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",36019,36652,37271,38010,38946,39906,41308,42292
"14 Västra Götalands län","25-34 år","forskarutbildning","män",712,742,724,703,779,845,877,851
"14 Västra Götalands län","25-34 år","forskarutbildning","kvinnor",457,479,479,461,499,525,496,515
"14 Västra Götalands län","25-34 år","uppgift om utbildningsnivå saknas","män",3283,3220,3079,3194,3235,3621,4216,4882
"14 Västra Götalands län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",2594,2507,2475,2613,2510,2632,2940,3406
"14 Västra Götalands län","35-44 år","förgymnasial utbildning kortare än 9 år","män",2031,2101,2203,2357,2542,2755,2971,3147
"14 Västra Götalands län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",2727,2912,3036,3176,3340,3485,3603,3758
"14 Västra Götalands län","35-44 år","förgymnasial utbildning, 9 (10) år","män",10120,9465,9074,9186,9463,9385,9446,9383
"14 Västra Götalands län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",6508,6161,5934,5930,5932,5822,5807,5693
"14 Västra Götalands län","35-44 år","gymnasial utbildning, högst 2 år","män",36188,32661,28836,25342,22332,19652,16929,14864
"14 Västra Götalands län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",23485,20993,18424,16298,14377,12836,11383,10144
"14 Västra Götalands län","35-44 år","gymnasial utbildning, 3 år","män",19892,21868,24198,25977,27800,29683,31501,33054
"14 Västra Götalands län","35-44 år","gymnasial utbildning, 3 år","kvinnor",23476,23723,23883,24008,24241,24447,24560,24522
"14 Västra Götalands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",16635,16071,15410,15019,14914,14957,15000,15058
"14 Västra Götalands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",15981,15270,14567,14080,13886,13781,13967,14161
"14 Västra Götalands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",21814,22826,23672,24649,25657,26778,27677,28262
"14 Västra Götalands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",31517,33332,35054,36543,38333,39963,41164,42124
"14 Västra Götalands län","35-44 år","forskarutbildning","män",1770,1807,1808,1831,1873,1892,1965,2025
"14 Västra Götalands län","35-44 år","forskarutbildning","kvinnor",1212,1260,1256,1337,1372,1434,1495,1546
"14 Västra Götalands län","35-44 år","uppgift om utbildningsnivå saknas","män",1495,1496,1578,1776,1861,2064,2362,2739
"14 Västra Götalands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",1070,1051,1127,1196,1167,1266,1415,1704
"14 Västra Götalands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",2425,2396,2362,2377,2453,2502,2590,2637
"14 Västra Götalands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",2895,2933,3017,3098,3245,3336,3415,3493
"14 Västra Götalands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",16821,16020,15131,14248,13369,12679,12101,11723
"14 Västra Götalands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",10091,9514,8910,8394,7881,7528,7269,7059
"14 Västra Götalands län","45-54 år","gymnasial utbildning, högst 2 år","män",39588,40834,41808,42406,42745,43079,42901,42226
"14 Västra Götalands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",32926,32599,32130,31588,30803,29926,28914,27787
"14 Västra Götalands län","45-54 år","gymnasial utbildning, 3 år","män",12379,12907,13321,13801,14152,14475,14851,15512
"14 Västra Götalands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",16005,17239,18456,19520,20329,20983,21559,22111
"14 Västra Götalands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",15555,16090,16753,17093,17486,17780,18078,18323
"14 Västra Götalands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",16971,17235,17388,17465,17626,17826,18008,18093
"14 Västra Götalands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",15421,15660,16006,16427,16970,17613,18593,19510
"14 Västra Götalands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",21162,22167,23064,24048,24963,26209,27612,29365
"14 Västra Götalands län","45-54 år","forskarutbildning","män",1668,1707,1754,1787,1813,1864,1905,1989
"14 Västra Götalands län","45-54 år","forskarutbildning","kvinnor",925,987,1066,1161,1219,1308,1385,1450
"14 Västra Götalands län","45-54 år","uppgift om utbildningsnivå saknas","män",982,883,882,941,936,941,1086,1253
"14 Västra Götalands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",758,686,667,688,667,637,739,810
"14 Västra Götalands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",13052,10865,8925,7217,5772,4692,3841,3231
"14 Västra Götalands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",9153,7805,6608,5556,4737,4213,3809,3575
"14 Västra Götalands län","55-64 år","förgymnasial utbildning, 9 (10) år","män",15190,16021,16852,17345,17536,17597,17606,17224
"14 Västra Götalands län","55-64 år","förgymnasial utbildning, 9 (10) år","kvinnor",11918,11994,12038,11879,11748,11476,11162,10733
"14 Västra Götalands län","55-64 år","gymnasial utbildning, högst 2 år","män",27360,28298,29019,29804,30716,31662,32971,33782
"14 Västra Götalands län","55-64 år","gymnasial utbildning, högst 2 år","kvinnor",33907,33592,33121,32534,32290,32062,31998,31548
"14 Västra Götalands län","55-64 år","gymnasial utbildning, 3 år","män",13774,13054,12420,11891,11481,11248,11045,11373
"14 Västra Götalands län","55-64 år","gymnasial utbildning, 3 år","kvinnor",9862,10196,10490,10771,11150,11547,12055,12756
"14 Västra Götalands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","män",11845,12206,12433,12740,13054,13229,13551,13885
"14 Västra Götalands län","55-64 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",14052,14384,14759,15105,15273,15415,15660,15883
"14 Västra Götalands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","män",14422,14663,14665,14501,14489,14486,14674,14814
"14 Västra Götalands län","55-64 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",17315,17646,18014,18228,18546,18828,19168,19560
"14 Västra Götalands län","55-64 år","forskarutbildning","män",1501,1555,1559,1566,1586,1582,1593,1627
"14 Västra Götalands län","55-64 år","forskarutbildning","kvinnor",709,742,791,817,853,876,922,965
"14 Västra Götalands län","55-64 år","uppgift om utbildningsnivå saknas","män",758,644,647,645,667,689,727,783
"14 Västra Götalands län","55-64 år","uppgift om utbildningsnivå saknas","kvinnor",747,640,644,639,626,652,704,745
"14 Västra Götalands län","65-74 år","förgymnasial utbildning kortare än 9 år","män",24449,24249,23649,22851,21785,20594,19189,17360
"14 Västra Götalands län","65-74 år","förgymnasial utbildning kortare än 9 år","kvinnor",20672,19847,18780,17738,16536,15271,14037,12521
"14 Västra Götalands län","65-74 år","förgymnasial utbildning, 9 (10) år","män",4373,5068,5778,6616,7536,8391,9196,10158
"14 Västra Götalands län","65-74 år","förgymnasial utbildning, 9 (10) år","kvinnor",6986,7435,7888,8438,8830,9232,9550,9860
"14 Västra Götalands län","65-74 år","gymnasial utbildning, högst 2 år","män",16725,17646,18602,19461,20345,20999,21591,22146
"14 Västra Götalands län","65-74 år","gymnasial utbildning, högst 2 år","kvinnor",25989,27397,28769,29864,30738,31462,31921,32026
"14 Västra Götalands län","65-74 år","gymnasial utbildning, 3 år","män",11924,12608,13285,13794,14127,14340,14410,14202
"14 Västra Götalands län","65-74 år","gymnasial utbildning, 3 år","kvinnor",4503,4991,5530,6085,6627,7184,7688,8271
"14 Västra Götalands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","män",6061,6595,7107,7621,8135,8788,9259,9718
"14 Västra Götalands län","65-74 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",7353,8002,8681,9321,10023,10671,11273,11768
"14 Västra Götalands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","män",8465,9187,10034,10931,11703,12401,12797,13162
"14 Västra Götalands län","65-74 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",9739,10701,11694,12700,13452,14330,15036,15561
"14 Västra Götalands län","65-74 år","forskarutbildning","män",1220,1280,1330,1365,1390,1431,1454,1444
"14 Västra Götalands län","65-74 år","forskarutbildning","kvinnor",371,417,475,506,568,610,634,658
"14 Västra Götalands län","65-74 år","uppgift om utbildningsnivå saknas","män",1065,1076,1079,1052,988,958,962,935
"14 Västra Götalands län","65-74 år","uppgift om utbildningsnivå saknas","kvinnor",1238,1231,1180,1161,1120,1079,1132,1075
"17 Värmlands län","16-24 år","förgymnasial utbildning kortare än 9 år","män",78,99,104,115,123,149,151,145
"17 Värmlands län","16-24 år","förgymnasial utbildning kortare än 9 år","kvinnor",85,92,95,104,108,100,113,120
"17 Värmlands län","16-24 år","förgymnasial utbildning, 9 (10) år","män",6724,6407,6044,5677,5579,5427,5463,5502
"17 Värmlands län","16-24 år","förgymnasial utbildning, 9 (10) år","kvinnor",6188,5952,5690,5403,5329,5148,5047,4952
"17 Värmlands län","16-24 år","gymnasial utbildning, högst 2 år","män",752,690,623,558,533,529,515,455
"17 Värmlands län","16-24 år","gymnasial utbildning, högst 2 år","kvinnor",546,514,453,410,402,387,387,344
"17 Värmlands län","16-24 år","gymnasial utbildning, 3 år","män",7162,7256,7508,7487,7290,6972,6598,6333
"17 Värmlands län","16-24 år","gymnasial utbildning, 3 år","kvinnor",6083,6071,6293,6347,6156,5904,5730,5593
"17 Värmlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","män",1408,1526,1541,1565,1559,1591,1566,1469
"17 Värmlands län","16-24 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1835,1892,1918,1919,1916,2003,1846,1667
"17 Värmlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","män",244,236,274,284,283,279,274,247
"17 Värmlands län","16-24 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",490,510,572,601,602,561,558,534
"17 Värmlands län","16-24 år","forskarutbildning","män",0,0,0,0,1,0,0,0
"17 Värmlands län","16-24 år","forskarutbildning","kvinnor",0,0,0,0,0,0,0,0
"17 Värmlands län","16-24 år","uppgift om utbildningsnivå saknas","män",868,861,871,896,856,875,1079,941
"17 Värmlands län","16-24 år","uppgift om utbildningsnivå saknas","kvinnor",568,537,538,567,518,563,681,607
"17 Värmlands län","25-34 år","förgymnasial utbildning kortare än 9 år","män",227,236,259,293,344,363,402,410
"17 Värmlands län","25-34 år","förgymnasial utbildning kortare än 9 år","kvinnor",234,242,270,284,320,340,344,372
"17 Värmlands län","25-34 år","förgymnasial utbildning, 9 (10) år","män",1354,1337,1363,1367,1375,1433,1506,1552
"17 Värmlands län","25-34 år","förgymnasial utbildning, 9 (10) år","kvinnor",952,946,956,946,919,951,1005,1066
"17 Värmlands län","25-34 år","gymnasial utbildning, högst 2 år","män",1199,1259,1419,1480,1563,1548,1580,1542
"17 Värmlands län","25-34 år","gymnasial utbildning, högst 2 år","kvinnor",946,960,1018,1096,1138,1148,1176,1241
"17 Värmlands län","25-34 år","gymnasial utbildning, 3 år","män",7238,7139,7017,7255,7411,7700,8046,8369
"17 Värmlands län","25-34 år","gymnasial utbildning, 3 år","kvinnor",4683,4640,4720,4808,5031,5224,5447,5654
"17 Värmlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","män",1714,1892,1959,2018,2179,2388,2632,2788
"17 Värmlands län","25-34 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",1889,1934,1949,1998,2126,2286,2371,2461
"17 Värmlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","män",2416,2336,2284,2334,2411,2424,2474,2511
"17 Värmlands län","25-34 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4324,4425,4437,4599,4663,4666,4792,4888
"17 Värmlands län","25-34 år","forskarutbildning","män",32,30,21,21,26,26,26,37
"17 Värmlands län","25-34 år","forskarutbildning","kvinnor",34,26,19,19,12,17,22,21
"17 Värmlands län","25-34 år","uppgift om utbildningsnivå saknas","män",478,450,474,518,515,564,721,684
"17 Värmlands län","25-34 år","uppgift om utbildningsnivå saknas","kvinnor",305,293,307,332,356,368,511,494
"17 Värmlands län","35-44 år","förgymnasial utbildning kortare än 9 år","män",216,225,229,242,273,322,360,401
"17 Värmlands län","35-44 år","förgymnasial utbildning kortare än 9 år","kvinnor",297,312,324,349,356,391,402,421
"17 Värmlands län","35-44 år","förgymnasial utbildning, 9 (10) år","män",1573,1447,1329,1320,1343,1298,1313,1289
"17 Värmlands län","35-44 år","förgymnasial utbildning, 9 (10) år","kvinnor",1073,957,919,911,908,862,851,858
"17 Värmlands län","35-44 år","gymnasial utbildning, högst 2 år","män",6459,5503,4612,3808,3138,2465,1813,1677
"17 Värmlands län","35-44 år","gymnasial utbildning, högst 2 år","kvinnor",4255,3704,3132,2654,2314,1982,1658,1443
"17 Värmlands län","35-44 år","gymnasial utbildning, 3 år","män",4167,4681,5260,5668,6083,6519,6900,6891
"17 Värmlands län","35-44 år","gymnasial utbildning, 3 år","kvinnor",3781,3892,3948,3966,4045,4130,4212,4231
"17 Värmlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","män",2338,2236,2103,2049,2034,1965,1950,1884
"17 Värmlands län","35-44 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2435,2305,2208,2113,2036,1973,2000,1932
"17 Värmlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","män",2529,2662,2731,2773,2853,2948,3006,2985
"17 Värmlands län","35-44 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",4783,4970,5168,5298,5449,5639,5738,5800
"17 Värmlands län","35-44 år","forskarutbildning","män",133,129,127,130,124,132,125,130
"17 Värmlands län","35-44 år","forskarutbildning","kvinnor",65,79,92,88,98,95,104,105
"17 Värmlands län","35-44 år","uppgift om utbildningsnivå saknas","män",219,212,233,294,288,328,427,470
"17 Värmlands län","35-44 år","uppgift om utbildningsnivå saknas","kvinnor",156,137,174,197,161,190,288,272
"17 Värmlands län","45-54 år","förgymnasial utbildning kortare än 9 år","män",252,243,255,280,292,299,305,294
"17 Värmlands län","45-54 år","förgymnasial utbildning kortare än 9 år","kvinnor",266,264,282,295,312,336,359,377
"17 Värmlands län","45-54 år","förgymnasial utbildning, 9 (10) år","män",2660,2541,2426,2281,2147,2032,1936,1870
"17 Värmlands län","45-54 år","förgymnasial utbildning, 9 (10) år","kvinnor",1712,1622,1512,1401,1313,1275,1228,1175
"17 Värmlands län","45-54 år","gymnasial utbildning, högst 2 år","män",9124,9310,9406,9500,9400,9398,9401,8796
"17 Värmlands län","45-54 år","gymnasial utbildning, högst 2 år","kvinnor",6780,6688,6592,6477,6243,6067,5852,5532
"17 Värmlands län","45-54 år","gymnasial utbildning, 3 år","män",1924,1930,1949,1933,1968,1973,2071,2501
"17 Värmlands län","45-54 år","gymnasial utbildning, 3 år","kvinnor",2662,2798,2948,3104,3184,3246,3325,3406
"17 Värmlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","män",2352,2404,2464,2495,2543,2592,2643,2707
"17 Värmlands län","45-54 år","eftergymnasial utbildning, mindre än 3 år","kvinnor",2914,2887,2881,2859,2803,2799,2784,2826
"17 Värmlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","män",1966,1983,2071,2140,2183,2284,2366,2487
"17 Värmlands län","45-54 år","eftergymnasial utbildning, 3 år eller mer","kvinnor",3328,3462,3568,3711,3837,4048,4302,4578
"17 Värmlands län","45-54 år","forskarutbildning","män",88,105,115,122,124,139,162,162
"17 Värmlands län","45-54 år","forskarutbildning","kvinnor",60,73,80,77,85,92,96,103
"17 Värmlands län","45-54 år","uppgift om utbildningsnivå saknas","män",201,177,174,207,195,200,241,252
"17 Värmlands län","45-54 år","uppgift om utbildningsnivå saknas","kvinnor",134,121,129,151,147,148,182,177
"17 Värmlands län","55-64 år","förgymnasial utbildning kortare än 9 år","män",2107,1578,1166,825,643,508,423,385
"17 Värmlands län","55-64 år","förgymnasial utbildning kortare än 9 år","kvinnor",1296,996,738,557,455,381,326,313
